LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,ZIP CODE,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LATITUDE,LONGITUDE,selected
"KIMPTON HOTEL &  RESTAURANT GROUP, LLC",THE GRAY,39 S LA SALLE ST 1-15,60603,8/9/16,8/15/18,41.88093,-87.63219,polygon
DIXIE LLC,DIXIE,1952 N DAMEN AVE,60647,7/15/16,8/15/18,41.91744,-87.67776,polygon
LM CATERING LLC,LM CATERING,1932 W LAKE ST 1ST,60612,7/20/16,8/15/18,41.88513,-87.67564,polygon
"GLI RAGAZZI, INC.",ANIMALE,1904 N WESTERN AVE 1,60647,7/20/16,8/15/18,41.91593,-87.68752,polygon
"VENICCI PIZZA, INC.",VENICCI PIZZA,3343 N HALSTED ST 1ST,60657,8/2/16,8/15/18,41.94307,-87.64922,polygon
"KING'S BOWL of NEW CITY, LLC",KING'S BOWL,1500 N CLYBOURN AVE 1ST C102,60610,8/3/16,8/15/18,41.90856,-87.64645,polygon
"KIMPTON HOTEL &  RESTAURANT GROUP, LLC",THE GRAY,39 S LA SALLE ST 1-15,60603,8/9/16,8/15/18,41.88093,-87.63219,polygon
LITTLE WOK GROUP INC.,LITTLE WOK,3144 N BROADWAY  1ST,60657,7/22/16,8/15/18,41.93905,-87.64451,polygon
"KIMPTON HOTEL &  RESTAURANT GROUP, LLC",THE GRAY,39 S LA SALLE ST 1-15,60603,8/9/16,8/15/18,41.88093,-87.63219,polygon
NANDO'S OF SOUTH LOOP LLC,NANDO'S PERI-PERI,150 W ROOSEVELT RD  F126C,60605,7/25/16,8/15/18,41.86745,-87.63233,polygon
"OVATION CHICAGO, LLC",OVATION CHICAGO,2324 W FULTON ST 1ST & MEZZ B,60612,8/30/16,8/15/18,41.88675,-87.68521,polygon
BACCI PIZZA LITTLE ITALY INC.,BACCI PIZZA,1421 W TAYLOR ST 1ST,60607,8/31/16,9/15/18,41.86922,-87.66249,polygon
"RYUU GROUP, LLC",RYUU ASIAN BBQ,2766 N MILWAUKEE AVE 1ST,60647,9/1/16,9/15/18,41.93137,-87.71142,polygon
BLUE PLATE CATERING LTD.,BLUE PLATE CATERING LTD.,333 N OGDEN AVE 1,60607,9/2/16,9/15/18,41.88738,-87.66144,polygon
"FOOD FOR THOUGHT CATERING PROFESSIONALS, LTD.","FOOD FOR THOUGHT CATERING PROFESSIONALS, LTD.",130 E RANDOLPH ST 1ST,60601,9/6/16,9/15/18,41.88459,-87.62327,polygon
"DANTE'S PIZZERIA, INC.","DANTE'S PIZZERIA, INC.",2825 N MILWAUKEE AVE 1ST,60618,9/6/16,9/15/18,41.93258,-87.71293,polygon
AMDB RESTAURANT INC,WILLOW ROOM,1800 N HALSTED ST,60614,9/8/16,9/15/18,41.91393,-87.64851,polygon
"TD2J, INC.",MERKLE'S BAR & GRILL,3516 N CLARK ST,60657,9/14/16,9/15/18,41.94599,-87.65571,polygon
HANDCUT FOODS LLC,HANDCUT FOODS,1455 W WILLOW ST 1ST,60642,9/16/16,9/15/18,41.91393,-87.66369,polygon
THE JOFFREY BALLET,THE JOFFREY BALLET,10 E RANDOLPH ST 4TH,60601,8/3/17,9/15/18,41.88460,-87.62754,polygon
SOUTHPORT THEATRE LLC,MERCURY THEATER,3745 N SOUTHPORT AVE 1,60613,8/4/17,9/15/18,41.95019,-87.66396,polygon
"CH FOOD & DRINK, INC.",THE STOPALONG,1812 N MILWAUKEE AVE,60647,8/16/16,9/15/18,41.91426,-87.68369,polygon
"GT PRIME, LLC",GT PRIME,705-707 N WELLS ST,60654,8/26/16,9/15/18,41.89498,-87.63401,polygon
CERMAK FIELDS LLC,CERMAK FRESH MARKET,4000 W DIVERSEY AVE 1,60639,8/15/16,9/15/18,41.93190,-87.72711,polygon
"THE BERGERAC GROUP, LTD.",IRONSIDE BAR AND GALLEY,544-546 N WELLS ST BSMT AND 1,60654,8/23/16,9/15/18,41.89213,-87.63423,polygon
ADOBO LP,ADOBO GRILL,215 W NORTH AVE,60610,8/22/16,9/15/18,41.91105,-87.63538,polygon
"UNTITLED 111, LLC",UNTITLED 111,111-113 W KINZIE ST LL,60654,8/25/16,9/15/18,41.88910,-87.63157,polygon
CERMAK FIELDS LLC,CERMAK FRESH MARKET,4000 W DIVERSEY AVE 1,60639,8/15/16,9/15/18,41.93190,-87.72711,polygon
"INTERWEST CHICAGO HOTEL, LLC",HOTEL INDIGO,1244 N DEARBORN ST 1-14,60610,8/16/16,9/15/18,41.90522,-87.63017,polygon
"HOPCAT-CHICAGO, LLC",HOP-CAT CHICAGO,2577 N CLARK ST 1,60614,8/26/16,9/15/18,41.92985,-87.64298,polygon
ARMADA CAPITAL CO.,THE ARROGANT FROG BAR,1365 W FULLERTON AVE,60614,8/17/16,9/15/18,41.92511,-87.66311,polygon
"INTERWEST CHICAGO HOTEL, LLC",HOTEL INDIGO,1244 N DEARBORN ST 1-14,60610,8/16/16,9/15/18,41.90522,-87.63017,polygon
"BEHIND THE SCENES CHICAGO, LLC",PARAMOUNT EVENTS,1746-1758 W LAKE ST 1,60612,9/15/16,10/15/18,41.88528,-87.67133,polygon
ROSEBUD ARTIST'S CAFE INC.,ARTIST'S CAFE,1150 S WABASH AVE 1ST,60605,9/16/16,10/15/18,41.86775,-87.62598,polygon
"LBT CHICAGO, LLC",THE LITTLE BEET TABLE,845-847 N STATE ST 1ST,60610,9/16/16,10/15/18,41.89799,-87.62809,polygon
4 STAR 3358 SOUTHPORT LLC,TUCO & BLONDIE,3356-3358 N SOUTHPORT AVE 1,60657,9/20/16,10/15/18,41.94331,-87.66406,polygon
4 STAR 3358 SOUTHPORT LLC,TUCO & BLONDIE,3356-3358 N SOUTHPORT AVE 1,60657,9/20/16,10/15/18,41.94331,-87.66406,polygon
312 PIZZA VENTURES LLC,PARLOR PIZZA BAR,1824-1826 W DIVISION ST  1,60622,9/21/16,10/15/18,41.90336,-87.67340,polygon
"GODDESS AND THE BAKER WACKER, LLC",GODDESS AND THE BAKER,121 W WACKER DR,60601,9/23/16,10/15/18,41.88671,-87.63163,polygon
"N. JEFFERSON OPERATOR, LLC",HOMEWOOD SUITES CHICAGO-DOWNTOWN/WEST LOOP,118 N JEFFERSON ST,60661,9/23/16,10/15/18,41.88380,-87.64286,polygon
"N. JEFFERSON OPERATOR, LLC",HOMEWOOD SUITES CHICAGO-DOWNTOWN/WEST LOOP,118 N JEFFERSON ST,60661,9/23/16,10/15/18,41.88380,-87.64286,polygon
"BAD AXE THROWING USA, INC.",BAD AXE THROWING,165-171 N LOOMIS ST 1,60607,9/23/16,10/15/18,41.88480,-87.66225,polygon
"N. JEFFERSON OPERATOR, LLC",HOMEWOOD SUITES CHICAGO-DOWNTOWN/WEST LOOP,118 N JEFFERSON ST,60661,9/23/16,10/15/18,41.88380,-87.64286,polygon
"N. JEFFERSON OPERATOR, LLC",HAMPTON INN CHICAGO-DOWNTOWN/WEST LOOP,116 N JEFFERSON ST,60661,9/23/16,10/15/18,41.88374,-87.64286,polygon
"MUG TO MUG, INCORPORATED",KIBBITZNEST BOOKS & BREWS,2212 N CLYBOURN AVE,60614,9/26/16,10/15/18,41.92187,-87.66496,polygon
"6-M HOSPITALITY GROUP, LLC",2 TWENTY 2 TAVERN,222 S WABASH AVE 1,60604,9/28/16,10/15/18,41.87895,-87.62625,polygon
"6-M HOSPITALITY GROUP, LLC",2 TWENTY 2 TAVERN,222 S WABASH AVE 1,60604,9/28/16,10/15/18,41.87895,-87.62625,polygon
BLEND GROUP CHICAGO LLC,HUTCH AMERICAN CAFE,416 W ONTARIO ST  1,60654,9/28/16,10/15/18,41.89323,-87.63931,polygon
"MUG TO MUG, INCORPORATED",KIBBITZNEST BOOKS & BREWS,2212 N CLYBOURN AVE,60614,9/28/16,10/15/18,41.92187,-87.66496,polygon
ELASTIC ARTS FOUNDATION,ELASTIC,3429 W DIVERSEY AVE  208,60647,9/30/16,10/15/18,41.93185,-87.71343,polygon
"GRIDDLE 24, INC.",GRIDDLE 24,334 W CHICAGO AVE 1,60654,10/4/16,10/15/18,41.89666,-87.63710,polygon
"TINY TAVERN, L.L.C.",TINY TAVERN,600 E GRAND AVE  SA17,60611,10/7/16,10/15/18,41.89209,-87.61157,polygon
LA CAVANA GRILL CORP.,LA CABANA GRILL,4109 W NORTH AVE 1ST,60639,10/12/16,10/15/18,41.90973,-87.72936,polygon
ROYAL GARDEN BANQUETS AND CATERING INC,ROYAL GARDEN BANQUETS AND CATERING,2515 N HARLEM AVE,60707,10/13/16,10/15/18,41.92578,-87.80617,polygon
DK FLAT TOP GRILL LLC,FLAT TOP GRILL,30 S WABASH AVE,60603,10/13/16,10/15/18,41.88133,-87.62634,polygon
802 WEST RANDOLPH LLC,BAD HUNTER,802 W RANDOLPH ST 1 & 2,60607,10/14/16,10/15/18,41.88451,-87.64758,polygon
"KARRAS & ASSC., INC.",WINDY CITY CAFE,1060-1062 W CHICAGO AVE 1ST,60642,1/31/17,10/15/18,41.89638,-87.65493,polygon
"NORTH STATE PARKWAY F&B, LLC",AMBASSADOR CHICAGO HOTEL AND RESTAURANT,1301-1309 N STATE PKWY 1-17,60610,10/4/16,10/15/18,41.90587,-87.62860,polygon
"NORTH STATE PARKWAY F&B, LLC",AMBASSADOR CHICAGO HOTEL AND RESTAURANT,1301-1309 N STATE PKWY 1-17,60610,10/4/16,10/15/18,41.90587,-87.62860,polygon
"NORTH STATE PARKWAY F&B, LLC",AMBASSADOR CHICAGO HOTEL AND RESTAURANT,1301-1309 N STATE PKWY 1-17,60610,10/4/16,10/15/18,41.90587,-87.62860,polygon
"BEHIND THE SCENES CHICAGO, LLC",PARAMOUNT EVENTS,1746-1758 W LAKE ST 1,60612,8/3/17,10/15/18,41.88528,-87.67133,polygon
COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE CHICAGO,1312 S MICHIGAN AVE,60605,8/3/17,10/15/18,41.86538,-87.62425,polygon
COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE CHICAGO,916 S WABASH AVE  2,60605,8/3/17,10/15/18,41.87004,-87.62604,polygon
COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE CHICAGO,1014-1016 S MICHIGAN AVE 1 104,60605,8/3/17,10/15/18,41.86961,-87.62427,polygon
COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE CHICAGO,72 E 11TH ST 1,60605,8/3/17,10/15/18,41.86940,-87.62484,polygon
COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE CHICAGO,600 S MICHIGAN AVE 1 1,60605,8/3/17,10/15/18,41.87437,-87.62438,polygon
COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE CHICAGO,1306 S MICHIGAN AVE 1 104,60605,8/3/17,10/15/18,41.86554,-87.62426,polygon
COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE CHICAGO,618 S MICHIGAN AVE  2,60605,8/3/17,10/15/18,41.87402,-87.62437,polygon
THE RUTH PAGE FOUNDATION,THE RUTH PAGE FOUNDATION,1016 N DEARBORN ST 1,60610,8/3/17,10/15/18,41.90112,-87.63005,polygon
COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE CHICAGO,1104 S WABASH AVE 2ST 1,60605,8/3/17,10/15/18,41.86906,-87.62602,polygon
COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE CHICAGO,1104 S WABASH AVE  8,60605,8/3/17,10/15/18,41.86906,-87.62602,polygon
COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE CHICAGO,731 S PLYMOUTH CT  1,60605,8/4/17,10/15/18,41.87273,-87.62850,polygon
COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE CHICAGO,916 S WABASH AVE  1,60605,8/4/17,10/15/18,41.87004,-87.62604,polygon
COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE CHICAGO,623 S WABASH AVE  1,60605,8/4/17,10/15/18,41.87391,-87.62584,polygon
COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE CHICAGO,623 S WABASH AVE  1,60605,8/4/17,10/15/18,41.87391,-87.62584,polygon
COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE CHICAGO,623 S WABASH AVE 1ST,60605,8/4/17,10/15/18,41.87391,-87.62584,polygon
"ROTI RESTAURANTS, LLC",ROTI MODERN MEDITERRANEAN,80 E LAKE ST,60601,10/18/16,11/15/18,41.88585,-87.62509,polygon
"JEANINE'S WINE BAR, LLC",J9 WINE BAR,1961 N HALSTED ST,60614,10/20/16,11/15/18,41.91771,-87.64834,polygon
905 WEST RANDOLPH LLC,FUN FUN CHINESE,901-905 W RANDOLPH ST 1ST,60607,10/21/16,11/15/18,41.88426,-87.64983,polygon
"BADGER RESTAURANT GROUP, LLC",MYRON MIXON'S SMOKE SHOW BARBECUE,3801-3809 N CLARK ST 1,60613,10/21/16,11/15/18,41.95118,-87.65954,polygon
THE GREAT ESCAPE ROOM CHICAGO LLC,THE GREAT ESCAPE ROOM CHICAGO,160 E GRAND AVE 5TH,60611,10/25/16,11/15/18,41.89187,-87.62295,polygon
"BIG & LITTLE'S WICKER PARK, LLC",BIG & LITTLE'S RESTAURANT,1310 N MILWAUKEE AVE 1ST,60622,10/28/16,11/15/18,41.90542,-87.66992,polygon
LASALLE STREET RESTAURANT LLC,CITY SOCIAL,120 N LA SALLE ST 1,60602,10/28/16,11/15/18,41.88376,-87.63257,polygon
LASALLE STREET RESTAURANT LLC,CITY SOCIAL,120 N LA SALLE ST 1,60602,10/28/16,11/15/18,41.88376,-87.63257,polygon
"ARTISTS SNACK SHOP, INC.",ARTISTS CAFE,412 S MICHIGAN AVE 1ST FL-MEZZ,60605,11/1/16,11/15/18,41.87666,-87.62443,polygon
TFK 9 WEST ERIE LLC,TRUE FOOD KITCHEN,1-9 W ERIE ST 1ST,60654,11/4/16,11/15/18,41.89396,-87.62821,polygon
"S & G RESTAURANT, LLC",S & G GRILL,3000 N LINCOLN AVE,60657,11/4/16,11/15/18,41.93612,-87.66391,polygon
"GEJA'S INTERNATIONAL FOODS, INC.",GEJA'S CAFE,340-344 W ARMITAGE AVE LOWER LEVEL,60614,11/10/16,11/15/18,41.91845,-87.63801,polygon
"AMERICAN MULTI-CINEMA, INC.",AMC THEATRES NAVY PIER IMAX,600 E GRAND AVE FP-07,60611,11/10/16,11/15/18,41.89209,-87.61157,polygon
EARLY SOCIETY LLC,EARLY SOCIETY,77 W WACKER DR 1ST 100-B,60601,11/14/16,11/15/18,41.88671,-87.63079,polygon
EARLY SOCIETY LLC,EARLY SOCIETY,77 W WACKER DR 1ST 100-B,60601,11/14/16,11/15/18,41.88671,-87.63079,polygon
"WINTER'S JAZZ CLUB, LLC",WINTER'S JAZZ CLUB,411 E ILLINOIS ST  50,60611,11/18/16,11/15/18,41.89095,-87.61719,polygon
"WINTER'S JAZZ CLUB, LLC",WINTER'S JAZZ CLUB,411 E ILLINOIS ST  50,60611,11/18/16,11/15/18,41.89095,-87.61719,polygon
"1540 NORTH MILWAUKEE AVE., LLC",THE CROCODILE,1540 N MILWAUKEE AVE 1 & BSMT,60622,2/10/17,11/15/18,41.90942,-87.67620,polygon
CHICAGO DRAMATISTS,CHICAGO DRAMATISTS WORKSHOP,773 N ABERDEEN ST 1ST,60642,8/3/17,11/15/18,41.89598,-87.65580,polygon
TRAP DOOR PRODUCTIONS,TRAP DOOR PRODUCTIONS,1655 W CORTLAND ST 1 REAR,60622,8/3/17,11/15/18,41.91597,-87.67004,polygon
UNDER THE GUN THEATER LLC,UNDER THE GUN THEATER,3435 N SHEFFIELD AVE 2,60657,8/4/17,11/15/18,41.94458,-87.65410,polygon
"THE DEN THEATRE CHICAGO, LLC",THE DEN THEATRE,1333 N MILWAUKEE AVE 2 2,60642,8/4/17,11/15/18,41.90616,-87.67065,polygon
"THE DEN THEATRE CHICAGO, LLC",THE DEN THEATRE,1329 N MILWAUKEE AVE 1ST,60622,8/4/17,11/15/18,41.90609,-87.67054,polygon
TWO SIX COMPANY LLC,THE NATIVE,2417 N MILWAUKEE AVE,60647,11/15/16,12/15/18,41.92520,-87.70086,polygon
"1600 N. MILWAUKEE VENTURES, LLC",THE ROBEY,1600 N MILWAUKEE AVE 1-13,60647,11/15/16,12/15/18,41.91044,-87.67776,polygon
"1600 N. MILWAUKEE VENTURES, LLC",THE ROBEY,1600 N MILWAUKEE AVE 1-13,60647,11/15/16,12/15/18,41.91044,-87.67776,polygon
"1600 N. MILWAUKEE VENTURES, LLC",THE ROBEY,1600 N MILWAUKEE AVE 1-13,60647,11/15/16,12/15/18,41.91044,-87.67776,polygon
"1600 N. MILWAUKEE VENTURES, LLC",THE ROBEY,1600 N MILWAUKEE AVE 1-13,60647,11/15/16,12/15/18,41.91044,-87.67776,polygon
"1600 N. MILWAUKEE VENTURES, LLC",THE ROBEY,1600 N MILWAUKEE AVE 1-13,60647,11/15/16,12/15/18,41.91044,-87.67776,polygon
"WATER TOWER HOTEL, LLC",RITZ- CARLTON WATER TOWER,160 E PEARSON ST 12,60611,11/17/16,12/15/18,41.89770,-87.62346,polygon
"WATER TOWER HOTEL, LLC",RITZ- CARLTON WATER TOWER,160 E PEARSON ST 12,60611,11/17/16,12/15/18,41.89770,-87.62346,polygon
F.P.T. LLC,LA CROSTA WOODFIRE PIZZERIA ITALIANA,2360 N LINCOLN AVE 1ST,60614,11/17/16,12/15/18,41.92489,-87.64820,polygon
"EFAH, LLC",ESCAPEHOUSE CHICAGO,54 E ONTARIO ST 1ST,60611,11/18/16,12/15/18,41.89341,-87.62601,polygon
"ELSKE, LLC",ELSKE,1350 W RANDOLPH ST 1 & 2,60607,11/22/16,12/15/18,41.88430,-87.66077,polygon
"ELSKE, LLC",ELSKE,1350 W RANDOLPH ST 1 & 2,60607,11/22/16,12/15/18,41.88430,-87.66077,polygon
NWJW LLC,RONERO,738 W RANDOLPH ST 1,60661,12/6/16,12/15/18,41.88452,-87.64730,polygon
"EDEN IN CHICAGO, LLC",EDEN,1744 W LAKE ST 1,60612,12/7/16,12/15/18,41.88528,-87.67125,polygon
"MIRABELLA, INC",MIRABELLA ITALIAN CUISINE & BAR,3454 W ADDISON ST 1ST,60618,12/8/16,12/15/18,41.94664,-87.71495,polygon
"MIRABELLA, INC",MIRABELLA ITALIAN CUISINE & BAR,3454 W ADDISON ST 1ST,60618,12/8/16,12/15/18,41.94664,-87.71495,polygon
"MIRABELLA, INC",MIRABELLA ITALIAN CUISINE & BAR,3454 W ADDISON ST 1ST,60618,12/8/16,12/15/18,41.94664,-87.71495,polygon
933 N ASHLAND RESTAURANT LLC,TEMPORIS,933 N ASHLAND AVE,60622,12/12/16,12/15/18,41.89890,-87.66722,polygon
1616-1624 N. MILWAUKEE VENTURES LLC,THE HOLLANDER,1616-1618 N MILWAUKEE AVE,60647,11/15/16,12/15/18,41.91072,-87.67822,polygon
1616-1624 N. MILWAUKEE VENTURES LLC,THE HOLLANDER,1616-1618 N MILWAUKEE AVE,60647,11/15/16,12/15/18,41.91072,-87.67822,polygon
1616-1624 N. MILWAUKEE VENTURES LLC,THE HOLLANDER,1616-1618 N MILWAUKEE AVE,60647,11/15/16,12/15/18,41.91072,-87.67822,polygon
"MADISON ROOM, LLC",THE MADISON BAR + KITCHEN / WEST LOOP SUSHI,1027 W MADISON ST 1,60607,11/18/16,12/15/18,41.88157,-87.65313,polygon
601 NORTH WELLS LLC,FLAMINGO RUM CLUB,601 N WELLS ST 1,60654,12/13/16,12/15/18,41.89243,-87.63394,polygon
"FOXTROT VENTURES, INCORPORATED",THE MARKET BY FOXTROT,900-902 W ARMITAGE AVE,60614,12/16/16,1/15/19,41.91825,-87.65100,polygon
THA FAS I LLC,DOX QUALITY GREEK,1566 N DAMEN AVE,60622,12/20/16,1/15/19,41.91018,-87.67759,polygon
ESCAPE ARTISTRY II LLC,ESCAPE ARTISTRY II LLC,1342 N MILWAUKEE AVE 2,60622,12/21/16,1/15/19,41.90610,-87.67101,polygon
SPROUT LLC,KNIFE & TINE,1417 W FULLERTON AVE 1ST,60614,12/29/16,1/15/19,41.92510,-87.66408,polygon
TEAM VS. TIME CHICAGO LLC,TEAM VS. TIME,2000 W ARMITAGE AVE 2,60647,12/29/16,1/15/19,41.91786,-87.67775,polygon
PARK AND FIELD LLC,PARK AND FIELD,3509 W FULLERTON AVE 1ST,60647,12/27/16,1/15/19,41.92453,-87.71414,polygon
PARK AND FIELD LLC,PARK AND FIELD,3509 W FULLERTON AVE 1ST,60647,12/27/16,1/15/19,41.92453,-87.71414,polygon
"1600 N. MILWAUKEE VENTURES, LLC",THE ROBEY,1600 N MILWAUKEE AVE 1-13,60647,12/30/16,1/15/19,41.91044,-87.67776,polygon
"OASIS MADISON, INC",BUTTERFLY SUSHI BAR AND THAI CUISINE ON MADISON STREET,1131 W MADISON ST 1,60607,1/4/17,1/15/19,41.88154,-87.65558,polygon
THE PISOLINO CORPORATION,PISOLINO,2755 W BELMONT AVE 1,60618,1/3/17,1/15/19,41.93929,-87.69734,polygon
PHILMANIE'S CAFECITO 3 INC.,CAFECITO,215 E CHESTNUT ST 1,60611,1/3/17,1/15/19,41.89832,-87.62122,polygon
ON TOUR BREWING COMPANY LLC,ON TOUR BREWING COMPANY,1725 W HUBBARD ST 1,60622,1/6/17,1/15/19,41.88972,-87.67062,polygon
OASIS USA INC.,BUTTERFLY SUSHI BAR and THAI CUISINE,1139-1143 W GRAND AVE,60642,1/4/17,1/15/19,41.89098,-87.65612,polygon
"1521 N. FREMONT RESTAURANT, LLC",PIZZERIA BE BU,1521 N FREMONT ST,60642,1/10/17,1/15/19,41.90918,-87.65091,polygon
1616-1624 N. MILWAUKEE VENTURES LLC,THE HOLLANDER,1616-1618 N MILWAUKEE AVE,60647,12/29/16,1/15/19,41.91072,-87.67822,polygon
AGUIJON THEATER COMPANY OF CHICAGO,AGUIJON THEATER COMPANY,2707 N LARAMIE AVE,60639,8/3/17,1/15/19,41.92984,-87.75621,polygon
DUZGUN & YAVUZ LLP,THE GUNDIS KURDISH KITCHEN,2909-2911 N CLARK ST,60657,1/12/17,1/15/19,41.93514,-87.64661,polygon
3207 N. SHEFFIELD AVE. LLC,LAGO WINE BAR,3207 N SHEFFIELD AVE LL & 1ST,60657,12/15/17,1/15/19,41.94018,-87.65397,polygon
"ENJOY ONE, INC.",BAR ESQUINA,2715-2719 N MILWAUKEE AVE,60647,12/15/17,1/15/19,41.93061,-87.70969,polygon
SPERTUS COLLEGE OF JUDAICA,"Spertus Institute for Jewish Learning and Leadership; Venue SIX10",610-616 S MICHIGAN AVE 1-10,60605,1/5/18,1/15/19,41.87417,-87.62437,polygon
CHICAGO CHILDREN'S THEATRE,CHICAGO CHILDREN'S THEATRE,100-106 S RACINE AVE 1-2,60607,1/18/17,2/15/19,41.88026,-87.65724,polygon
"THE ESCAPE GAME CHICAGO, LLC",THE ESCAPE GAME CHICAGO,42 E ONTARIO ST 1,60611,1/30/17,2/15/19,41.89341,-87.62652,polygon
B.B.L.L. INC.,CLEO'S,1935 W CHICAGO AVE 1ST,60622,1/31/17,2/15/19,41.89582,-87.67605,polygon
LIM & LEW CORP.,SERAI,2169-2171 N MILWAUKEE AVE 1,60647,1/31/17,2/15/19,41.92071,-87.69353,polygon
SAKURA CRAB HOUSE INC.,CAPTAIN'S CATCH,2723 N CLARK ST LL AND 1,60614,1/31/17,2/15/19,41.93203,-87.64452,polygon
PNM MILWAUKEE LLC,PORK AND MINDY'S,1623 N MILWAUKEE AVE 1ST,60647,2/8/17,2/15/19,41.91098,-87.67817,polygon
905 WEST RANDOLPH LLC,FUN FUN CHINESE,901-905 W RANDOLPH ST 1ST,60607,2/8/17,2/15/19,41.88426,-87.64983,polygon
"CENTENNIAL CHICAGO, LLC",CENTENNIAL CRAFTED BEER & EATERY,733 N LA SALLE DR 1 & 2,60654,2/10/17,2/15/19,41.89574,-87.63255,polygon
ROSSIDOC LLC,THE IRISH NOBLEMAN,1365-1367 W ERIE ST,60642,2/15/17,2/15/19,41.89331,-87.66217,polygon
PREMIER CATERING & EVENTS LLC,PREMIER CATERING & EVENTS,500 W JACKSON BLVD 1ST,60661,2/22/17,2/15/19,41.87815,-87.63964,polygon
LIM & LEW CORP.,SERAI,2169-2171 N MILWAUKEE AVE 1,60647,5/12/17,2/15/19,41.92071,-87.69353,polygon
LOOKINGGLASS THEATRE COMPANY,LOOKINGGLASS THEATRE COMPANY,163 E PEARSON ST,60611,8/3/17,2/15/19,41.89748,-87.62338,polygon
TimeLine Theatre Company,TimeLine Theatre Company,615 W WELLINGTON AVE 2ND,60657,8/3/17,2/15/19,41.93638,-87.64487,polygon
"STUDIO BE, NFP",MCL CHICAGO,3110 N SHEFFIELD AVE 1,60657,8/4/17,2/15/19,41.93843,-87.65420,polygon
"COMEDYSPORTZ OF CHICAGO, INC.","COMEDYSPORTZ OF CHICAGO, IL",929 W BELMONT AVE,60657,8/4/17,2/15/19,41.93982,-87.65268,polygon
"EMERALD CITY THEATRE COMPANY, INC.",EMERALD CITY THEATRE,2933 N SOUTHPORT AVE,60657,8/4/17,2/15/19,41.93532,-87.66351,polygon
KING CRAB HOUSE INC,KING CRAB HOUSE,1816 N HALSTED ST,60614,2/17/17,3/15/19,41.91436,-87.64852,polygon
SMOKEY HOLLOW BAR GROUP LLC,MOM'S PLACE - A CHICAGO GATHERING SPOT,650 N DEARBORN ST LL & 1ST,60654,2/17/17,3/15/19,41.89401,-87.62986,polygon
SMOKEY HOLLOW BAR GROUP LLC,MOM'S PLACE - A CHICAGO GATHERING SPOT,650 N DEARBORN ST LL & 1ST,60654,2/17/17,3/15/19,41.89401,-87.62986,polygon
HONEY BUTTER FRIED CHICKEN LLC,HONEY BUTTER FRIED CHICKEN,3355-3361 N ELSTON AVE 1,60618,2/17/17,3/15/19,41.94254,-87.70268,polygon
PREMIER CATERING & EVENTS LLC,PREMIER CATERING & EVENTS,500 W JACKSON BLVD 1ST,60661,2/22/17,3/15/19,41.87815,-87.63964,polygon
"INTERNATIONAL EXPORTS CHICAGO, LLC",SAFEHOUSE,60 E ONTARIO ST LL,60611,2/23/17,3/15/19,41.89342,-87.62575,polygon
"INTERNATIONAL EXPORTS CHICAGO, LLC",SAFEHOUSE,60 E ONTARIO ST LL,60611,2/23/17,3/15/19,41.89342,-87.62575,polygon
BJ BAR LLC,TOM'S BISTRO 750,750 W CORNELIA AVE 1ST,60657,2/27/17,3/15/19,41.94555,-87.64905,polygon
"WHOLE FOODS MARKET GROUP, INC.",WHOLE FOODS MARKET,3201-3225 N ASHLAND AVE 1-2,60657,3/1/17,3/15/19,41.93974,-87.66852,polygon
TIMELESS ENDEAVORS LLC,TAPSTER,2027 W NORTH AVE,60647,3/3/17,3/15/19,41.91035,-87.67863,polygon
TIMELESS ENDEAVORS LLC,TAPSTER,2027 W NORTH AVE,60647,3/3/17,3/15/19,41.91035,-87.67863,polygon
"JALARAM FOODS AND LIQUOR, INC.",BRISTOL LOUNGE/ JOHN'S LIQUOR and DELI,3084-3086 N MILWAUKEE AVE,60618,3/8/17,3/15/19,41.93711,-87.72082,polygon
"JALARAM FOODS AND LIQUOR, INC.",BRISTOL LOUNGE/ JOHN'S LIQUOR and DELI,3084-3086 N MILWAUKEE AVE,60618,3/8/17,3/15/19,41.93711,-87.72082,polygon
MISOYA CHICAGO INC.,RAMEN MISOYA,213 E OHIO ST,60611,3/10/17,3/15/19,41.89246,-87.62211,polygon
"ANAOLI, LLC",MI TOCAYA,2800 W LOGAN BLVD,60647,3/9/17,3/15/19,41.92857,-87.69758,polygon
"HIGHBALL, LLC",DEADBOLT,2928 W FULLERTON AVE 1,60647,3/10/17,3/15/19,41.92488,-87.70105,polygon
